precio,expensas,metros,ambientes,banos,direccion,barrio
USD 370.000,,190 m² tot.,1 amb.,3 baños,Viamonte  al 1600 Local Ideal Gastronomía,"Recoleta, Capital Federal"
USD 880.000,,302 m² tot.,6 amb.,4 baños,LA PAMPA 3799. Entre Naon,"Belgrano R, Belgrano"
USD 1.650.000,$ 2.400.000 Expensas,325 m² tot.,4 amb.,4 baños,Macacha Güemes 300,"Puerto Madero, Capital Federal"
USD 400.000,$ 500.000 Expensas,95 m² tot.,1 amb.,2 baños,Libertador al 6200,"Belgrano C, Belgrano"
USD 170.000,$ 500.000 Expensas,196 m² tot.,,5 baños,Av. Belgrano al 600,"Monserrat, Capital Federal"
USD 1.550.000,$ 1.300.000 Expensas,362 m² tot.,5 amb.,5 baños,SUPERI 1597. Entre Virrey Del Pino y Av De Los Incas,"Belgrano R, Belgrano"
USD 159.900,$ 120.000 Expensas,104 m² tot.,6 amb.,1 baño,Alsina al 3000,"Balvanera, Capital Federal"
USD 353.600,,104 m² tot.,,1 baño,Riglos 750,"Caballito, Capital Federal"
USD 65.000,$ 140.000 Expensas,34 m² tot.,1 amb.,1 baño,Av. Independencia 3355 100,"Boedo, Capital Federal"
USD 295.000,$ 500.000 Expensas,103 m² tot.,5 amb.,2 baños,Avenida Callao 900,"Recoleta, Capital Federal"
USD 890.000,,227 m² tot.,,,Moldes Al 2600,"Belgrano, Capital Federal"
USD 480.000,,150 m² tot.,1 amb.,4 baños,Av. Del Libertador 5700 - Esq Pampa,"Belgrano, Capital Federal"
USD 155.000,$ 280.000 Expensas,72 m² tot.,3 amb.,2 baños,Av. Independencia 3300,"Boedo, Capital Federal"
USD 127.000,,75 m² tot.,2 amb.,1 baño,Franklin D. Roosevelt 4500,"Villa Urquiza, Capital Federal"
USD 750.000,,209 m² tot.,4 amb.,3 baños,3 De Febrero 1500,"Belgrano, Capital Federal"
USD 260.000,,288 m² tot.,,,Av. Juan Bautista Alberdi 4400,"Parque Avellaneda, Capital Federal"
USD 665.000,$ 1.100.000 Expensas,235 m² tot.,3 amb.,2 baños,Armenia al 2400,"Botánico, Palermo"
USD 1.200.000,$ 1.330.000 Expensas,224 m² tot.,4 amb.,3 baños,Juana Manso al 400,"Puerto Madero, Capital Federal"
USD 180.900,,64 m² tot.,3 amb.,1 baño,Nice Hollywood  - Cabildo 20 y Dorrego  - Venta Pozo Emprendimiento,"Palermo Hollywood, Palermo"
USD 230.000,$ 350.000 Expensas,190 m² tot.,4 amb.,3 baños,"FALCON, RAMON L., COR. 1600. Entre Rivadavia, Av. y Alberdi, Juan B., Av.","Caballito, Capital Federal"
USD 72.000,$ 104.000 Expensas,30 m² tot.,1 amb.,1 baño,Remedios de Escalada de San Martin  al 1000,"Villa Crespo, Capital Federal"
USD 133.000,$ 100.000 Expensas,73 m² tot.,3 amb.,1 baño,Cuenca  al 2500 PH  Planta Baja A,"Villa del Parque, Capital Federal"
USD 175.000,,90 m² tot.,4 amb.,1 baño,Av. Cordoba al 3400,"Almagro, Capital Federal"
USD 189.000,$ 257.000 Expensas,45 m² tot.,1 amb.,1 baño,Guatemala al 5600,"Palermo Hollywood, Palermo"
USD 650.000,$ 800.000 Expensas,125 m² tot.,3 amb.,3 baños,Juana Manso 425,"Puerto Madero, Capital Federal"
USD 380.000,,160 m² tot.,4 amb.,2 baños,Av Independencia  al 1500,"Monserrat, Capital Federal"
USD 220.000,$ 150.000 Expensas,84 m² tot.,3 amb.,1 baño,Dorrego  al 1600,"Palermo, Capital Federal"
USD 230.000,$ 100.000 Expensas,176 m² tot.,4 amb.,2 baños,Cuenca  al 2500 Departamento Primer Piso x Escalera al Frente con Balcon,"Villa del Parque, Capital Federal"
USD 145.000,$ 120.000 Expensas,70 m² tot.,3 amb.,1 baño,lacroze  2145,"Belgrano, Capital Federal"
USD 155.000,,207 m² tot.,7 amb.,2 baños,Pasaje los Telares e/ José C. Paz y José A. Cortejarena,"Parque Patricios, Capital Federal"
USD 1.250.000,,2380 m² tot.,,,Ayacucho  al 300,"Balvanera, Capital Federal"
USD 1.250.000,,2380 m² tot.,,,Ayacucho  al 300,"Centro / Microcentro, Capital Federal"
USD 1.250.000,,2380 m² tot.,,,Ayacucho  al 300,"Balvanera, Capital Federal"
USD 210.000,$ 205.250 Expensas,62 m² tot.,2 amb.,1 baño,Junin al 1600,"Recoleta, Capital Federal"
USD 65.000,$ 111.930 Expensas,35 m² tot.,1 amb.,1 baño,Corrientes Av. al 1600,"San Nicolás, Capital Federal"
USD 108.000,$ 105.000 Expensas,67 m² tot.,2 amb.,1 baño,Guemes al 4200,"Palermo, Capital Federal"
USD 98.000,$ 40.000 Expensas,46 m² tot.,2 amb.,1 baño,Basualdo al 100,"Villa Luro, Capital Federal"
USD 195.000,$ 490.000 Expensas,79 m² tot.,3 amb.,2 baños,Avenida Libertador 600,"Recoleta, Capital Federal"
USD 299.000,$ 105.200 Expensas,190 m² tot.,3 amb.,2 baños,Bulnes al 1300,"Palermo, Capital Federal"
USD 115.000,$ 120.000 Expensas,49 m² tot.,2 amb.,1 baño,Gervasio Artigas 5300,"Villa Pueyrredón, Capital Federal"
USD 167.000,$ 270.000 Expensas,35 m² tot.,1 amb.,1 baño,Venezuela 50,"Puerto Madero, Capital Federal"
USD 95.000,,134 m² tot.,6 amb.,2 baños,Juan Madera al 1600,"Barracas, Capital Federal"
USD 2.950.000,,1050 m² tot.,1 amb.,2 baños,Av. Rivadavia al 9800,"Villa Luro, Capital Federal"
USD 305.000,$ 463.000 Expensas,80 m² tot.,3 amb.,1 baño,Arce 900,"Las Cañitas, Palermo"
USD 178.000,,59 m² tot.,1 amb.,,Uruguay  al 700,"Tribunales, Capital Federal"
USD 149.000,,50 m² tot.,2 amb.,1 baño,Juan Bautista Alberdi  al 2400,"Flores, Capital Federal"
USD 75.500,$ 54.000 Expensas,33 m² tot.,1 amb.,1 baño,Mario Bravo al 1000,"Palermo, Capital Federal"
USD 125.000,$ 91.000 Expensas,32 m² tot.,1 amb.,1 baño,Zapata al 200,"Belgrano, Capital Federal"
USD 229.900,$ 150.000 Expensas,74 m² tot.,3 amb.,1 baño,AV. Corrientes 4500,"Almagro, Capital Federal"
USD 79.900,$ 51.528 Expensas,31 m² tot.,1 amb.,1 baño,Ricardo Gutiérrez  al 3700 Entre Joaquín v González y San Nicolás,"Villa Devoto, Capital Federal"
USD 180.000,,430 m² tot.,5 amb.,1 baño,Coronel Apolinario Figueroa 1041 e/ Pujol y Espinosa,"Caballito, Capital Federal"
USD 130.000,$ 115.000 Expensas,84 m² tot.,2 amb.,1 baño,Dupuy 135,"Villa Luro, Capital Federal"
USD 190.000,$ 197.000 Expensas,87 m² tot.,3 amb.,1 baño,Senillosa 32,"Caballito, Capital Federal"
USD 115.000,$ 250.000 Expensas,66 m² tot.,3 amb.,1 baño,Peron 3800,"Almagro, Capital Federal"
USD 398.000,$ 320.000 Expensas,110 m² tot.,3 amb.,2 baños,Tamborini al 2600,"Núñez, Capital Federal"
USD 230.000,$ 190.000 Expensas,63 m² tot.,2 amb.,1 baño,Tamborini al 2600,"Núñez, Capital Federal"
USD 495.000,$ 650.000 Expensas,198 m² tot.,5 amb.,5 baños,San José de Calasanz 823 al 800,"Caballito, Capital Federal"
USD 490.000,$ 118.168 Expensas,167 m² tot.,5 amb.,4 baños,Arenales al 2500,"Barrio Norte, Capital Federal"
USD 350.000,$ 338.000 Expensas,105 m² tot.,4 amb.,2 baños,AV. LAS HERAS 2143. Entre Azcuenaga y Pres. josé evaristo uriburu,"Recoleta, Capital Federal"
USD 94.800,,29 m² tot.,1 amb.,1 baño,GALLO 1215. Entre Paraguay y Soler,"Barrio Norte, Capital Federal"
USD 431.500,,104 m² tot.,3 amb.,3 baños,JUAN FRANCISCO SEGUI 3581. Entre Scalabrini ortiz av y Jeronimo salguero,"Palermo Chico, Palermo"
USD 295.000,,167 m² tot.,5 amb.,1 baño,Juan Ramirez de Velazco al 500,"Villa Crespo, Capital Federal"
USD 250.000,$ 40.000 Expensas,81 m² tot.,5 amb.,2 baños,Gallo 1553. Entre Charcas y Guemes,"Palermo, Capital Federal"
USD 105.000,,120 m² tot.,4 amb.,1 baño,Wenceslao Villafañe al 400,"La Boca, Capital Federal"
USD 80.000,$ 50.000 Expensas,59 m² tot.,3 amb.,1 baño,Chile 2378,"Balvanera, Capital Federal"
USD 100.000,$ 70.000 Expensas,80 m² tot.,4 amb.,1 baño,Piedras  al 1600,"San Telmo, Capital Federal"
USD 178.000,$ 220.000 Expensas,76 m² tot.,3 amb.,1 baño,O' Higgins al 2200,"Belgrano, Capital Federal"
USD 280.000,$ 115.865 Expensas,91 m² tot.,4 amb.,,Av. San Juan 3060. Entre General urquiza y La rioja,"Boedo, Capital Federal"
USD 198.000,$ 240.000 Expensas,113 m² tot.,4 amb.,1 baño,Corrientes  al 6023,"Villa Crespo, Capital Federal"
USD 349.000,,183 m² tot.,5 amb.,3 baños,"AV. ALVAREZ THOMAS 3190. Entre Av. Monroe y Roosevelt, Franklin","Villa Urquiza, Capital Federal"
USD 352.000,,151 m² tot.,4 amb.,3 baños,"AV. ALVAREZ THOMAS 3190. Entre Av. Monroe y Roosevelt, Franklin","Villa Urquiza, Capital Federal"
USD 141.000,,51 m² tot.,2 amb.,1 baño,"AV. ALVAREZ THOMAS 3190. Entre Av. Monroe y Roosevelt, Franklin","Villa Urquiza, Capital Federal"
USD 169.000,,58 m² tot.,3 amb.,1 baño,"AV. ALVAREZ THOMAS 3190. Entre Av. Monroe y Roosevelt, Franklin","Villa Urquiza, Capital Federal"
USD 108.500,,46 m² tot.,1 amb.,1 baño,Virrey Cevallos 341. Entre Av. Belgrano y Moreno,"Congreso, Capital Federal"
USD 122.000,,134 m² tot.,2 amb.,1 baño,Matheu 1080. Entre Humberto Primo y Carlos Calvo,"San Cristobal, Capital Federal"
USD 340.000,,160 m² tot.,4 amb.,3 baños,AV. INDEPENDENCIA 1520. Entre Pres. Luis Saénz Peña y Virrey Cevallos,"San Cristobal, Capital Federal"
USD 147.630,,46 m² tot.,1 amb.,2 baños,AV. INDEPENDENCIA 1520. Entre Pres. Luis Saénz Peña y Virrey Cevallos,"San Cristobal, Capital Federal"
USD 175.472,,59 m² tot.,3 amb.,2 baños,Av. Independencia 2553. Entre Alberti y Saavedra,"San Cristobal, Capital Federal"
USD 73.700,,26 m² tot.,1 amb.,1 baño,Av. Independencia 1216. Entre Salta y Estados Unidos,"Monserrat, Capital Federal"
USD 99.000,$ 87.000 Expensas,61 m² tot.,2 amb.,1 baño,Morón 2967. Entre Av. Nazca y Argerich,"Flores, Capital Federal"
USD 69.500,,34 m² tot.,1 amb.,1 baño,Av. San Juan 2199. Entre Pasco y Rincon,"San Cristobal, Capital Federal"
USD 210.000,$ 200.000 Expensas,185 m² tot.,10 amb.,2 baños,Hipolito Yrigoyen 2000,"Balvanera, Capital Federal"
USD 91.800,,35 m² tot.,1 amb.,1 baño,AV.SCALABRINI ORTIZ 550. Entre Ramirez De Velazco y Aguirre,"Villa Crespo, Capital Federal"
USD 115.912,,48 m² tot.,1 amb.,1 baño,Av. Córdoba 4309. Entre Lavalleja y Julián Álvarez,"Palermo, Capital Federal"
USD 120.000,$ 240.000 Expensas,37 m² tot.,1 amb.,1 baño,Alvarez Thomas 240,"Colegiales, Capital Federal"
USD 118.000,$ 260.000 Expensas,40 m² tot.,1 amb.,1 baño,Alvarez Thomas 200,"Colegiales, Capital Federal"
USD 185.000,,68 m² tot.,3 amb.,2 baños,AV ESTADO DE ISRAEL 4547,"Villa Crespo, Capital Federal"
USD 148.000,,64 m² tot.,2 amb.,1 baño,PINTO 4785,"Saavedra, Capital Federal"
USD 242.000,,98 m² tot.,3 amb.,1 baño,PINTO 4785,"Saavedra, Capital Federal"
USD 770.000,,500 m² tot.,6 amb.,6 baños,AV. RIVERA INDARTE 400,"Flores, Capital Federal"
USD 1.550.000,,1200 m² tot.,,3 baños,DARWIN 535. Entre Av corrientes y Camargo,"Villa Crespo, Capital Federal"
USD 230.000,,152 m² tot.,5 amb.,2 baños,gualeguaychu 2552,"Villa Devoto, Capital Federal"
USD 170.000,,134 m² tot.,6 amb.,1 baño,Jerónimo Salguero 317,"Almagro Norte, Almagro"
USD 390.000,,204 m² tot.,,3 baños,ARAOZ 180. Entre Camargo y Padilla,"Villa Crespo, Capital Federal"
USD 75.000,,33 m² tot.,1 amb.,1 baño,Balcarce 630. Entre México y Chile,"San Telmo, Capital Federal"
USD 370.000,,436 m² tot.,7 amb.,,ARTIGAS 937. Entre Neuquen y Paez,"Flores, Capital Federal"
USD 490.000,$ 230.000 Expensas,172 m² tot.,4 amb.,,GRAL. JOSE GERVASIO ARTIGAS 545. Entre Avellaneda y Aranguren,"Flores, Capital Federal"
USD 79.000,$ 120.000 Expensas,56 m² tot.,3 amb.,1 baño,ESMERALDA 155. Entre Tte. gral juan domingo peron y Bartolome mitre,"Centro / Microcentro, Capital Federal"
USD 850.000,$ 1.300.000 Expensas,160 m² tot.,3 amb.,3 baños,Azucena Villaflor 489,"Puerto Madero, Capital Federal"
USD 190.000,,225 m² tot.,4 amb.,,ALBARIÑO 1641,"Mataderos, Capital Federal"
USD 580.000,,254 m² tot.,6 amb.,,BILBAO 2048. Entre Lautaro y Camacua,"Flores, Capital Federal"
USD 15.000,,1 m² tot.,,,AV DIRECTORIO 2981,"Floresta, Capital Federal"
USD 142.569,,31 m² tot.,1 amb.,1 baño,CUBA 4501. Entre Deheza y Arias,"Núñez, Capital Federal"
USD 69.000,$ 165.000 Expensas,60 m² tot.,3 amb.,,ELEODORO LOBOS 285. Entre Bogota y Pje Dr. Gregorio Araoz Alfaro,"Caballito, Capital Federal"
USD 65.000,$ 199.000 Expensas,36 m² tot.,2 amb.,,AV RIVADAVIA 4390. Entre Muñiz y Jose Marmol,"Almagro, Capital Federal"
USD 85.000,,47 m² tot.,2 amb.,1 baño,Honorio Pueyrredon 825,"Caballito Norte, Caballito"
USD 820.000,$ 17.000 Expensas,270 m² tot.,5 amb.,3 baños,"PUEYRREDON, AV. 2400. Entre Vicente lopez y Guido","Recoleta, Capital Federal"
USD 168.000,,56 m² tot.,2 amb.,2 baños,AV. SCALABRINI ORTIZ 326. Entre Av Corrientes y Vera,"Villa Crespo, Capital Federal"
USD 2.500.000,,558 m² tot.,,,Cabildo al 3800,"Saavedra, Capital Federal"
USD 142.000,$ 150.000 Expensas,60 m² tot.,3 amb.,1 baño,PAREJA 3302. Entre Av San Martin y Campana,"Villa Devoto, Capital Federal"
USD 91.976,,35 m² tot.,1 amb.,1 baño,Av. Federico Lacroze 3736. Entre Roseti y Charlone,"Chacarita, Capital Federal"
USD 168.000,,72 m² tot.,2 amb.,1 baño,Carranza y Av. Cordoba 8°A,"Palermo, Capital Federal"
USD 599.000,$ 1.200.000 Expensas,225 m² tot.,5 amb.,3 baños,AV CRAMER 2172. Entre Mendoza y Av. Juramento,"Belgrano, Capital Federal"
USD 245.800,,53 m² tot.,2 amb.,1 baño,Arenales 3170 8A,"Recoleta, Capital Federal"
USD 238.300,,83 m² tot.,3 amb.,1 baño,Barracas,"Barracas, Capital Federal"
USD 1.501.355,,286 m² tot.,,2 baños,"UDAONDO, GUILLERMO, AV. 1200. Entre Figueroa Alcorta, Pte.","Núñez, Capital Federal"
USD 185.000,,53 m² tot.,2 amb.,2 baños,Av. Cabildo 4667. Entre Deheza y Arias,"Núñez, Capital Federal"
USD 225.000,,79 m² tot.,3 amb.,2 baños,La Pampa 2868. Entre Av cramer y Vidal,"Belgrano, Capital Federal"
USD 116.000,,39 m² tot.,1 amb.,1 baño,CIUDAD DE LA PAZ 488. Entre Maure y Jorge newbery,"Colegiales, Capital Federal"
USD 340.000,,83 m² tot.,3 amb.,2 baños,Soldado de la Independencia 704. Entre Tte. Benjamin Matienzo y Av. Jorge Newbery,"Las Cañitas, Palermo"
USD 83.000,,31 m² tot.,1 amb.,1 baño,"LE BRETON, TOMAS 5095. Entre Capdevila y Diaz Colodrero","Villa Urquiza, Capital Federal"
USD 169.000,,127 m² tot.,3 amb.,1 baño,NAON ROMULO DR. 3023. Entre Quesada y Ibera,"Coghlan, Capital Federal"
USD 90.000,,29 m² tot.,1 amb.,1 baño,"AV. ALVAREZ THOMAS 3190. Entre Av. Monroe y Roosevelt, Franklin","Villa Urquiza, Capital Federal"
USD 11.000,,168 m² tot.,,,Ciudad de la Paz 3050. Entre Iberá y Quesada,"Núñez, Capital Federal"
USD 87.000,$ 10.000 Expensas,72 m² tot.,2 amb.,1 baño,BESARES 2625. Entre Amenabar y Moldes,"Saavedra, Capital Federal"
USD 105.000,$ 230.000 Expensas,44 m² tot.,3 amb.,1 baño,Melian 3260. Entre Jose pascual tamborini y Manuela pedraza,"Coghlan, Capital Federal"
USD 260.000,,60 m² tot.,2 amb.,2 baños,Soldado de la Independencia 704. Entre Tte. benjamin matienzo y Av. jorge newbery,"Las Cañitas, Palermo"
USD 129.000,$ 172.000 Expensas,99 m² tot.,5 amb.,1 baño,Lavalle al 2700,"Balvanera, Capital Federal"
USD 240.000,$ 320.000 Expensas,64 m² tot.,3 amb.,2 baños,Dorrego  al 2600,"Las Cañitas, Palermo"
USD 195.000,$ 200.000 Expensas,91 m² tot.,3 amb.,1 baño,Estomba 3436,"Coghlan, Capital Federal"
USD 20.000,$ 44.000 Expensas,12 m² tot.,,,"JOSE LEON CABEZON 2400. Entre Zamudio y Artigas, Jose G. De, Gral.","Villa Pueyrredón, Capital Federal"
USD 178.000,$ 177.872 Expensas,51 m² tot.,2 amb.,1 baño,Dorrego  2579 9º,"Palermo, Capital Federal"
USD 137.000,$ 250.000 Expensas,60 m² tot.,,1 baño,Cabildo al 4700,"Núñez, Capital Federal"
USD 165.500,$ 170.000 Expensas,61 m² tot.,3 amb.,2 baños,Av. Gaona al 1973 - 10° A,"Caballito Norte, Caballito"
USD 515.000,,230 m² tot.,4 amb.,2 baños,SOLER 3900,"Palermo Soho, Palermo"
USD 93.700,,45 m² tot.,1 amb.,1 baño,Le Breton 5095 1E (contado),"Villa Urquiza, Capital Federal"
USD 69.900,,28 m² tot.,1 amb.,1 baño,Pringles 1283  3 C (contado),"Villa Crespo, Capital Federal"
USD 118.500,$ 151.800 Expensas,55 m² tot.,1 amb.,1 baño,Av. Balbin al 4100,"Saavedra, Capital Federal"
USD 235.000,$ 251.998 Expensas,86 m² tot.,3 amb.,2 baños,Amenabar 1000,"Belgrano, Capital Federal"
USD 159.000,$ 131.080 Expensas,53 m² tot.,2 amb.,1 baño,Amenabar 1000,"Belgrano, Capital Federal"
USD 175.000,$ 250.000 Expensas,149 m² tot.,6 amb.,1 baño,Rivadavia  al 1200,"San Nicolás, Capital Federal"
USD 84.000,$ 129.000 Expensas,55 m² tot.,3 amb.,1 baño,Esmeralda  al 900,"Retiro, Capital Federal"
USD 119.000,$ 160.000 Expensas,33 m² tot.,1 amb.,1 baño,Vidal  al 3500,"Saavedra, Capital Federal"
USD 79.500,$ 98.000 Expensas,59 m² tot.,1 amb.,1 baño,Tejedor al 300,"Parque Chacabuco, Capital Federal"
USD 99.000,,38 m² tot.,1 amb.,1 baño,Belaustegui al 800,"Villa Crespo, Capital Federal"
USD 203.500,,80 m² tot.,3 amb.,2 baños,Belaustegui al 800,"Villa Crespo, Capital Federal"
USD 128.000,$ 110.000 Expensas,39 m² tot.,1 amb.,1 baño,Montañeses 2600,"Núñez, Capital Federal"
USD 1.100.000,$ 900.000 Expensas,200 m² tot.,7 amb.,2 baños,Luis Maria Campos 500,"Las Cañitas, Palermo"
USD 195.000,,170 m² tot.,4 amb.,1 baño,Amalia al 400,"Liniers, Capital Federal"
USD 198.375,$ 497.376 Expensas,57 m² tot.,2 amb.,1 baño,Av. Olazabal 4889 7°11  - Evoque Olazabal,"Villa Urquiza, Capital Federal"
USD 341.000,,101 m² tot.,3 amb.,2 baños,"Virrey Arredondo al 3100, Entre Freire y Conde","Colegiales, Capital Federal"
USD 930.000,$ 1.500.000 Expensas,255 m² tot.,4 amb.,2 baños,Juncal al 700,"Retiro, Capital Federal"
USD 190.000,,53 m² tot.,2 amb.,1 baño,AV. CABILDO 4600. Entre Deheza y Arias,"Núñez, Capital Federal"
USD 601.069,,167 m² tot.,5 amb.,4 baños,Moldes 920,"Colegiales, Capital Federal"
USD 475.000,$ 1.007.500 Expensas,173 m² tot.,4 amb.,2 baños,Av. De Los Incas al 3400 - 4º Piso,"Belgrano R, Belgrano"
USD 250.000,,176 m² tot.,5 amb.,3 baños,Leones al 1400,"Monte Castro, Capital Federal"
USD 240.000,$ 300.000 Expensas,39 m² tot.,1 amb.,1 baño,Amenabar 80,"Palermo Hollywood, Palermo"
USD 730.000,$ 890.083 Expensas,315 m² tot.,7 amb.,5 baños,CUBA 2500. Entre Monroe y Roosevelt,"Belgrano, Capital Federal"
USD 370.000,,190 m² tot.,5 amb.,3 baños,Arribeños 3500,"Núñez, Capital Federal"
USD 295.000,,700 m² tot.,,,Habana 3400,"Villa Devoto, Capital Federal"
USD 490.000,,283 m² tot.,5 amb.,4 baños,Obrero Roberto Nuñez al 4300,"Almagro, Capital Federal"
USD 420.000,,1550 m² tot.,,,Erezcano 2800,"Pompeya, Capital Federal"
USD 140.000,,76 m² tot.,2 amb.,1 baño,Escalada al 1000,"Mataderos, Capital Federal"
USD 99.000,$ 110.000 Expensas,51 m² tot.,2 amb.,1 baño,Muñiz  al 1000 Boedo,"Boedo, Capital Federal"
USD 360.000,,191 m² tot.,4 amb.,3 baños,Giribone 1000,"Chacarita, Capital Federal"
USD 460.000,,322 m² tot.,6 amb.,3 baños,O'Higgins 4000,"Lomas de Núñez, Núñez"
USD 575.000,$ 950.000 Expensas,205 m² tot.,4 amb.,2 baños,Av Del Libertador 5154,"Belgrano, Capital Federal"
USD 65.000,$ 95.000 Expensas,29 m² tot.,1 amb.,1 baño,AV Jujuy  al 1000,"San Cristobal, Capital Federal"
USD 198.000,,168 m² tot.,4 amb.,2 baños,Felipe Vallese al 3900,"Floresta, Capital Federal"
USD 95.000,,48 m² tot.,2 amb.,1 baño,cuenca 5100,"Villa Pueyrredón, Capital Federal"
USD 119.000,,52 m² tot.,3 amb.,1 baño,Angel Gallardo 200. Entre Luis maria drago y Camargo,"Villa Crespo, Capital Federal"
USD 330.000,$ 350.000 Expensas,130 m² tot.,4 amb.,2 baños,Nazarre 3200,"Villa del Parque, Capital Federal"
USD 268.226,$ 239.300 Expensas,79 m² tot.,3 amb.,2 baños,Fernández Blanco 2300,"Villa Urquiza, Capital Federal"
USD 135.000,$ 107.000 Expensas,49 m² tot.,2 amb.,1 baño,Av. Alvarez Thomas al 1700,"Villa Urquiza, Capital Federal"
USD 125.000,$ 160.000 Expensas,73 m² tot.,4 amb.,1 baño,Cordoba al 2700,"Balvanera, Capital Federal"
USD 88.000,$ 290.000 Expensas,66 m² tot.,3 amb.,1 baño,Rivadavia al 10700,"Villa Luro, Capital Federal"
Consultar precio,,569 m² tot.,,5 baños,Mariscal Ramón Castilla al 3000,"Palermo, Capital Federal"
USD 90.000,,85 m² tot.,3 amb.,1 baño,Cochabamba al 1500,"Constitución, Capital Federal"
USD 330.000,,236 m² tot.,3 amb.,1 baño,NAZARRE 3700,"Villa del Parque, Capital Federal"
USD 176.900,,61 m² tot.,2 amb.,1 baño,Andonaegui 2100,"Villa Urquiza, Capital Federal"
USD 266.800,,92 m² tot.,3 amb.,2 baños,Andonaegui 2100,"Villa Urquiza, Capital Federal"
USD 299.000,,197 m² tot.,4 amb.,2 baños,Arevalo 1468,"Palermo Hollywood, Palermo"
USD 299.000,$ 400.000 Expensas,162 m² tot.,4 amb.,3 baños,Rivadavia al 4100,"Almagro, Capital Federal"
USD 500.000,,149 m² tot.,4 amb.,2 baños,Ohiggins  al 2700,"Núñez, Capital Federal"
USD 2.000.000,,222 m² tot.,4 amb.,3 baños,Libertador  al 3800,"Palermo Chico, Palermo"
USD 265.000,$ 350.000 Expensas,110 m² tot.,3 amb.,2 baños,Paraguay al 3500,"Palermo, Capital Federal"
USD 1.260.000,,420 m² tot.,3 amb.,3 baños,Directorio 1641 104,"Caballito Sur, Caballito"
USD 720.000,$ 550.000 Expensas,211 m² tot.,5 amb.,4 baños,Arce al 900,"Las Cañitas, Palermo"
USD 355.000,$ 470.000 Expensas,117 m² tot.,3 amb.,2 baños,Gorostiaga al 1700,"Belgrano, Capital Federal"
USD 87.600,,44 m² tot.,2 amb.,1 baño,Esparza  73,"Balvanera, Capital Federal"
USD 780.000,$ 1 Expensas,300 m² tot.,4 amb.,2 baños,Costa Rica al 4900,"Palermo Soho, Palermo"
USD 780.000,,300 m² tot.,4 amb.,2 baños,Costa Rica al 4900,"Palermo Soho, Palermo"
USD 1.500.000,$ 1.900.000 Expensas,233 m² tot.,5 amb.,4 baños,Julieta Lanteri 1241,"Puerto Madero, Capital Federal"
USD 265.000,,145 m² tot.,4 amb.,2 baños,Humberto 1º 800,"San Telmo, Capital Federal"
USD 165.000,$ 609.348 Expensas,300 m² tot.,,,Venezuela al 700,"San Telmo, Capital Federal"
USD 213.100,,68 m² tot.,2 amb.,1 baño,Riglos 750,"Caballito Sur, Caballito"
USD 383.000,$ 330.000 Expensas,119 m² tot.,4 amb.,2 baños,Emilio Mitre  al 100,"Caballito, Capital Federal"
USD 85.000,$ 170.000 Expensas,34 m² tot.,1 amb.,1 baño,Galvan al 2900,"Villa Urquiza, Capital Federal"
USD 1.700.000,,278 m² tot.,,,Paraguay 814/816,"Retiro, Capital Federal"
USD 105.000,,68 m² tot.,4 amb.,1 baño,Avenida Juan B. Justo 5900,"Villa Santa Rita, Capital Federal"
USD 138.000,,70 m² tot.,2 amb.,1 baño,Unanué al 6100,"Villa Lugano, Capital Federal"
USD 155.000,,64 m² tot.,2 amb.,1 baño,Maure 3600,"Colegiales, Capital Federal"
USD 540.000,$ 360.000 Expensas,90 m² tot.,3 amb.,2 baños,Avenida del Libertador al 7400,"Núñez, Capital Federal"
USD 65.000,$ 180.000 Expensas,65 m² tot.,3 amb.,1 baño,Necochea  al 500,"La Boca, Capital Federal"
USD 135.000,,58 m² tot.,3 amb.,1 baño,Pasaje Joaquin Castellanos  al 4800,"Villa Pueyrredón, Capital Federal"
USD 154.000,$ 280.000 Expensas,67 m² tot.,3 amb.,1 baño,Virrey del Pino 2400,"Belgrano, Capital Federal"
